Main Category,"Agri/
Non Agri",Product Segment,Material Group Description,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1117,"32 MM NB (1 1/4"") COLUMN PIPE (CRYSTAL)",MTR,262.50, PRICE PER MTR,CRYSTAL - COUPLER TYPE,75,COLUMN PIPE-COUPLER CRYSTAL
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1118,"40 MM NB (1 1/2"") COLUMN PIPE (CRYSTAL)",MTR,331.50, PRICE PER MTR,CRYSTAL - COUPLER TYPE,60,COLUMN PIPE-COUPLER CRYSTAL
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1188,"40MM NB (1½"") COLUMN PIPE (CRYSTAL)  (1.5 MTR)",MTR,426.00, PRICE PER MTR,CRYSTAL - COUPLER TYPE,30,COLUMN PIPE-COUPLER CRYSTAL
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1169,"50MM NB (2"") COLUMN PIPE (CRYSTAL)  ",MTR,456.50, PRICE PER MTR,CRYSTAL - COUPLER TYPE,45,COLUMN PIPE-COUPLER CRYSTAL
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1189,"50MM NB (2"") COLUMN PIPE (CRYSTAL)  (1.5 MTR)",MTR,580.50, PRICE PER MTR,CRYSTAL - COUPLER TYPE,22.5,COLUMN PIPE-COUPLER CRYSTAL
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1119,"50 MM NB (2"") COLUMN PIPE (MEDIUM)",MTR,395.50, PRICE PER MTR,MEDIUM - COUPLER TYPE,45,COLUMN PIPE-COUPLER MEDIUM
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1199,"50 MM NB (2"") COLUMN PIPE (MEDIUM) (1.5 MTR)",MTR,508.50, PRICE PER MTR,MEDIUM - COUPLER TYPE,22.5,COLUMN PIPE-COUPLER MEDIUM
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1122,"65 MM NB (21/2"") COLUMN PIPE (MEDIUM)",MTR,520.50, PRICE PER MTR,MEDIUM - COUPLER TYPE,30,COLUMN PIPE-COUPLER MEDIUM
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1222,"63 MM NB (2½"") COLUMN PIPE (MEDIUM) (1.5 MTR)",MTR,643.50, PRICE PER MTR,MEDIUM - COUPLER TYPE,15,COLUMN PIPE-COUPLER MEDIUM
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1123,"80 MM NB (3"")COLUMN PIPE (MEDIUM)",MTR,716.50, PRICE PER MTR,MEDIUM - COUPLER TYPE,15,COLUMN PIPE-COUPLER MEDIUM
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1223,"80 MM NB (3"") COLUMN PIPE (MEDIUM) (1.5 MTR)",MTR,921.50, PRICE PER MTR,MEDIUM - COUPLER TYPE,7.5,COLUMN PIPE-COUPLER MEDIUM
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1124,"100MM NB (4"") COLUMN PIPE (MEDIUM)",MTR,1009.00, PRICE PER MTR,MEDIUM - COUPLER TYPE,15,COLUMN PIPE-COUPLER MEDIUM
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1125,"25 MM NB (1"") COLUMN PIPE (STANDARD)",MTR,223.00, PRICE PER MTR,STANDARD - COUPLER TYPE,90,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1126,"32 MM NB (1 1/4"") COLUMN PIPE (STANDARD)",MTR,322.50, PRICE PER MTR,STANDARD - COUPLER TYPE,75,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1127,"40 MM NB (1 1/2"") COLUMN PIPE (STANDARD)",MTR,374.50, PRICE PER MTR,STANDARD - COUPLER TYPE,60,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1224,"40 MM NB (1½"") COLUMN PIPE (STANDARD) (1.5 MTR)",MTR,479.00, PRICE PER MTR,STANDARD - COUPLER TYPE,30,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1128,"50 MM NB (2"") COLUMN PIPE (STANDARD)",MTR,485.50, PRICE PER MTR,STANDARD - COUPLER TYPE,45,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1225,"50 MM NB (2"") COLUMN PIPE (STANDARD) (1.5 MTR)",MTR,628.50, PRICE PER MTR,STANDARD - COUPLER TYPE,22.5,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1129,"65 MM NB (21/2"") COLUMN PIPE (STANDARD)",MTR,657.50, PRICE PER MTR,STANDARD - COUPLER TYPE,30,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1226,"65 MM NB (2½"") COLUMN PIPE (STANDARD) (1.5 MTR)",MTR,811.00, PRICE PER MTR,STANDARD - COUPLER TYPE,15,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1133,"80MM NB (3"") COLUMN PIPE (STANDARD)",MTR,953.50, PRICE PER MTR,STANDARD - COUPLER TYPE,15,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1227,"80 MM NB (3"") COLUMN PIPE (STANDARD) (1.5 MTR)",MTR,1161.00, PRICE PER MTR,STANDARD - COUPLER TYPE,7.5,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1134,"100MM NB (4"") COLUMN PIPE (STANDARD)",MTR,1374.50, PRICE PER MTR,STANDARD - COUPLER TYPE,15,COLUMN PIPE-COUPLER STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1135,"32 MM NB (1 1/4"") COLUMN PIPE (HEAVY)",MTR,393.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,60,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1136,"40 MM NB (1 1/2"") COLUMN PIPE (HEAVY)",MTR,497.50, PRICE PER MTR,HEAVY - COUPLER TYPE ,45,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1228,"40 MM NB (1½"") COLUMN PIPE (HEAVY) (1.5 MTR)",MTR,593.50, PRICE PER MTR,HEAVY - COUPLER TYPE ,22.5,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1137,"50 MM NB (2"") COLUMN PIPE (HEAVY)",MTR,615.50, PRICE PER MTR,HEAVY - COUPLER TYPE ,30,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1229,"50 MM NB (2"") COLUMN PIPE (HEAVY) (1.5 MTR)",MTR,803.50, PRICE PER MTR,HEAVY - COUPLER TYPE ,15,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1138,"65MM NB ( 21/2"") COLUMN PIPE (HEAVY)",MTR,910.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,21,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1233,"65 MM NB (2½"") COLUMN PIPE (HEAVY) (1.5 MTR)",MTR,1078.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,10.5,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1139,"80MM NB (3"") COLUMN PIPE (HEAVY)",MTR,1225.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,15,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1234,"80 MM NB (3"") COLUMN PIPE (HEAVY) (1.5 MTR)",MTR,1456.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,7.5,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1144,"100MM NB (4"") COLUMN PIPE (HEAVY)",MTR,2143.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,15,COLUMN PIPE-OUPLER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1167,"32MM NB (11/4"")COLUMN PIPE (SUPER HEAVY) ",MTR,465.00, PRICE PER MTR,SUPER HEAVY - COUPLER TYPE,60,COLUMN PIPE-OUPLER SUPER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1177,"40MM NB (11/2"")COLUMN PIPE (SUPER HEAVY) ",MTR,579.00, PRICE PER MTR,SUPER HEAVY - COUPLER TYPE,45,COLUMN PIPE-OUPLER SUPER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1168,"50 MM NB (2"") COLUMN PIPE (SUPER HEAVY)",MTR,790.00, PRICE PER MTR,SUPER HEAVY - COUPLER TYPE,30,COLUMN PIPE-OUPLER SUPER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1178,"65MM NB (21/2"")COLUMN PIPE (SUPER HEAVY)",MTR,1193.50, PRICE PER MTR,SUPER HEAVY - COUPLER TYPE,21,COLUMN PIPE-OUPLER SUPER HEAVY
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1145,"25MM NB (1"") COLUMN-BELL END-V4 12.5KG",MTR,108.50, PRICE PER MTR,V4 - BELL END TYPE,90,COLUMN PIPE-BELL END V4 12.5KG
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1146,"32MM NB(1 1/4"")COLUMN-BELL END-V4 12.5KG",MTR,172.00, PRICE PER MTR,V4 - BELL END TYPE,75,COLUMN PIPE-BELL END V4 12.5KG
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1147,"25MM NB (1"") COLUMN-BELL END-V4 15KG",MTR,126.50, PRICE PER MTR,V4 - BELL END TYPE,90,COLUMN PIPE-BELL END V4 15KG
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1148,"32MM NB (1 1/4"")COLUMN-BELL END-V4 15KG",MTR,187.50, PRICE PER MTR,V4 - BELL END TYPE,75,COLUMN PIPE-BELL END V4 15KG
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1149,"40MM NB (1 1/2"") COLUMN-BELL END-V4 15KG",MTR,246.50, PRICE PER MTR,V4 - BELL END TYPE,60,COLUMN PIPE-BELL END V4 15KG
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1155,"25MM NB (1"") COLUMN-BELL END-CRYSTAL",MTR,142.50, PRICE PER MTR,CRYSTAL - BELL END TYPE,90,COLUMN PIPE-BELL END CRYSTAL
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1156,"32MM NB (1 1/4"")COLUMN-BELL END-CRYSTAL",MTR,215.00, PRICE PER MTR,CRYSTAL - BELL END TYPE,75,COLUMN PIPE-BELL END CRYSTAL
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1157,"40MM NB (1 1/2"") COLUMN-BELL END-CRYSTAL",MTR,290.50, PRICE PER MTR,CRYSTAL - BELL END TYPE,60,COLUMN PIPE-BELL END CRYSTAL
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1158,"25MM NB (1"") COLUMN-BELL END-STANDARD",MTR,181.50, PRICE PER MTR,STANDARD - BELL END TYPE,90,COLUMN PIPE-BELL END STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1159,"32MM NB (1 1/4"")COLUMN-BELL END-STANDARD",MTR,244.50, PRICE PER MTR,STANDARD - BELL END TYPE,75,COLUMN PIPE-BELL END STANDARD
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1166,"40MM NB (1 1/2"")COLUMN-BELL END-STANDARD",MTR,326.00, PRICE PER MTR,STANDARD - BELL END TYPE,60,COLUMN PIPE-BELL END STANDARD
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1111,"21.34MM (1/2"") SH-40 PLAIN (3 MTR)",MTR,85.50, PRICE PER MTR,SCH-40 PLAIN,90,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1112,"26.67MM (3/4"") SH-40 PLAIN (3 MTR)",MTR,114.00, PRICE PER MTR,SCH-40 PLAIN,75,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1113,"33.40MM (1"") SH-40 PLAIN (3 MTR)",MTR,167.00, PRICE PER MTR,SCH-40 PLAIN,45,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1114,"42.16MM (1 1/4"") SH-40 PLAIN (3 MTR)",MTR,224.50, PRICE PER MTR,SCH-40 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1115,"48.26MM (1 1/2"") SH-40 PLAIN (3 MTR)",MTR,267.50, PRICE PER MTR,SCH-40 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1116,"60.32MM (2"") SH-40 PLAIN (3MTR)",MTR,359.50, PRICE PER MTR,SCH-40 PLAIN,15,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM Pipe,UP1117,"73.02MM (2 1/2"") SH-40 PLAIN (3 MTR)",MTR,552.00, PRICE PER MTR,SCH-40 PLAIN,15,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM Pipe,UP1118,"88.90MM (3"") SH-40 PLAIN (3 MTR)",MTR,743.50, PRICE PER MTR,SCH-40 PLAIN,9,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM Pipe,UP1119,"114.30MM (4"") SH-40 PLAIN (3 MTR)",MTR,1057.00, PRICE PER MTR,SCH-40 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1122,"168.28MM (6"") SH-40 PLAIN (3 MTR)",MTR,1911.50, PRICE PER MTR,SCH-40 PLAIN,3,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1123,"219.08MM (8"") SH-40 PLAIN (3 MTR)",MTR,2846.00, PRICE PER MTR,SCH-40 PLAIN,3,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1124,"21.34MM (1/2"") SH-40 PLAIN (6 MTR)",MTR,85.50, PRICE PER MTR,SCH-40 PLAIN,180,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1125,"26.67MM (3/4"") SH-40 PLAIN (6 MTR)",MTR,114.00, PRICE PER MTR,SCH-40 PLAIN,150,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1126,"33.40MM (1"") SH-40 PLAIN (6 MTR)",MTR,167.00, PRICE PER MTR,SCH-40 PLAIN,90,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1127,"42.16MM (1 1/4"") SH-40 PLAIN (6 MTR)",MTR,224.50, PRICE PER MTR,SCH-40 PLAIN,60,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1128,"48.26MM (1 1/2"") SH-40 PLAIN (6 MTR)",MTR,267.50, PRICE PER MTR,SCH-40 PLAIN,60,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1129,"60.32MM (2"") SH-40 PLAIN (6 MTR)",MTR,359.50, PRICE PER MTR,SCH-40 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1133,"73.02MM (2 1/2"") SH-40 PLAIN (6 MTR)",MTR,552.00, PRICE PER MTR,SCH-40 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1134,"88.90MM (3"") SH-40 PLAIN (6 MTR)",MTR,743.50, PRICE PER MTR,SCH-40 PLAIN,18,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1135,"114.30MM (4"") SH-40 PLAIN (6 MTR)",MTR,1057.00, PRICE PER MTR,SCH-40 PLAIN,12,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1136,"168.28MM (6"") SH-40 PLAIN (6 MTR)",MTR,1911.50, PRICE PER MTR,SCH-40 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1137,"219.08MM (8"") SH-40 PLAIN (6 MTR)",MTR,2846.00, PRICE PER MTR,SCH-40 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE  40
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1138,"21.34MM (1/2"") SH-40 THRD (3 MTR)",MTR,88.50, PRICE PER MTR,SCH-40 THREADED,90,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1139,"26.67MM (3/4"") SH-40 THRD (3 MTR)",MTR,120.00, PRICE PER MTR,SCH-40 THREADED,75,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1144,"33.40MM (1"") SH-40 THRD (3 MTR)",MTR,174.00, PRICE PER MTR,SCH-40 THREADED,45,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1145,"42.16MM (1 1/4"") SH-40 THRD (3 MTR)",MTR,232.00, PRICE PER MTR,SCH-40 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1146,"48.26MM (1 1/2"") SH-40 THRD (3 MTR)",MTR,270.00, PRICE PER MTR,SCH-40 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1147,"60.32MM (2"") SH-40 THRD (3 MTR)",MTR,371.00, PRICE PER MTR,SCH-40 THREADED,15,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1148,"88.90MM (3"") SH-40 THRD (3 MTR)",MTR,751.50, PRICE PER MTR,SCH-40 THREADED,9,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1149,"114.30MM (4"") SH-40 THRD (3 MTR)",MTR,1073.50, PRICE PER MTR,SCH-40 THREADED,6,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1155,"21.34MM (1/2"") SH-40 THRD (6 MTR)",MTR,88.50, PRICE PER MTR,SCH-40 THREADED,180,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1156,"26.67MM (3/4"") SH-40 THRD (6 MTR)",MTR,120.00, PRICE PER MTR,SCH-40 THREADED,150,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1157,"33.40MM (1"") SH-40 THRD (6 MTR)",MTR,174.00, PRICE PER MTR,SCH-40 THREADED,90,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1158,"42.16MM (1 1/4"") SH-40 THRD (6 MTR)",MTR,232.00, PRICE PER MTR,SCH-40 THREADED,60,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1159,"48.26MM (1 1/2"") SH-40 THRD (6 MTR)",MTR,270.00, PRICE PER MTR,SCH-40 THREADED,60,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1166,"60.32MM (2"") SH-40 THRD (6 MTR)",MTR,371.00, PRICE PER MTR,SCH-40 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1167,"75.30MM (2 1/2"") SH-40 THRD (6 MTR)",MTR,585.00, PRICE PER MTR,SCH-40 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1168,"88.90MM (3"") SH-40 THRD (6 MTR)",MTR,751.50, PRICE PER MTR,SCH-40 THREADED,18,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1169,"114.30MM (4"") SH-40 THRD (6 MTR)",MTR,1073.50, PRICE PER MTR,SCH-40 THREADED,12,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1177,"21.34MM (1/2"") SH-80 PLAIN (3 MTR)",MTR,107.00, PRICE PER MTR,SCH-80 PLAIN,90,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1178,"26.67MM (3/4"") SH-80 PLAIN (3 MTR)",MTR,145.00, PRICE PER MTR,SCH-80 PLAIN,75,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1179,"33.40MM (1"") SH-80 PLAIN (3 MTR)",MTR,213.00, PRICE PER MTR,SCH-80 PLAIN,45,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1188,"42.16MM (1 1/4"") SH-80 PLAIN (3 MTR)",MTR,292.50, PRICE PER MTR,SCH-80 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1189,"48.26MM (1 1/2"") SH-80 PLAIN (3 MTR)",MTR,354.00, PRICE PER MTR,SCH-80 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1199,"60.32MM (2"") SH-80 PLAIN (3 MTR)",MTR,491.00, PRICE PER MTR,SCH-80 PLAIN,15,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM Pipe,UP1222,"73.02MM (2 1/2"") SH-80 PLAIN (3 MTR)",MTR,748.50, PRICE PER MTR,SCH-80 PLAIN,15,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM Pipe,UP1223,"88.90MM (3"") SH-80 PLAIN (3 MTR)",MTR,1001.00, PRICE PER MTR,SCH-80 PLAIN,9,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM Pipe,UP1224,"114.30MM (4"") SH-80 PLAIN (3 MTR)",MTR,1464.50, PRICE PER MTR,SCH-80 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1225,"168.28MM (6"") SH-80 PLAIN (3 MTR)",MTR,2861.00, PRICE PER MTR,SCH-80 PLAIN,3,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1226,"219.08MM (8"") SH-80 PLAIN (3 MTR)",MTR,4301.50, PRICE PER MTR,SCH-80 PLAIN,3,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1227,"21.34MM (1/2"") SH-80 PLAIN (6 MTR)",MTR,107.00, PRICE PER MTR,SCH-80 PLAIN,180,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1228,"26.67MM (3/4"") SH-80 PLAIN (6 MTR)",MTR,145.00, PRICE PER MTR,SCH-80 PLAIN,150,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1229,"33.40MM (1"") SH-80 PLAIN (6 MTR)",MTR,213.00, PRICE PER MTR,SCH-80 PLAIN,90,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1233,"42.16MM (1 1/4"") SH-80 PLAIN (6 MTR)",MTR,292.50, PRICE PER MTR,SCH-80 PLAIN,60,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1234,"48.26MM (1 1/2"") SH-80 PLAIN (6 MTR)",MTR,354.00, PRICE PER MTR,SCH-80 PLAIN,60,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1235,"60.32MM (2"") SH-80 PLAIN (6 MTR)",MTR,491.00, PRICE PER MTR,SCH-80 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1236,"73.02MM (2 1/2"") SH-80 PLAIN (6 MTR)",MTR,748.50, PRICE PER MTR,SCH-80 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1237,"88.90MM (3"") SH-80 PLAIN (6 MTR)",MTR,1001.00, PRICE PER MTR,SCH-80 PLAIN,18,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1238,"114.30MM (4"") SH-80 PLAIN (6 MTR)",MTR,1464.50, PRICE PER MTR,SCH-80 PLAIN,12,ASTM PLUMBING PIPE-SCHEDULE 80
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1239,"168.28MM (6"") SH-80 PLAIN (6 MTR)",MTR,2861.00, PRICE PER MTR,SCH-80 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE 80
