Main Category,"Agri/
Non Agri",Product Segment,Material Group Description,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1288,"26.67X21.34MM(3/4X1/2"")BRASS F.T.A.(P180",No.s,114.50,PRICE PER NO.,REDUCING BRASS (F.T.A.),180,ASTM REDUCING  FEMALE THREADED ADAPTER (F.T.A.) BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1289,"33.40X21.34MM(1X1/2"")BRASS F.T.A.(P150)",No.s,121.50,PRICE PER NO.,REDUCING BRASS (F.T.A.),150,ASTM REDUCING  FEMALE THREADED ADAPTER (F.T.A.) BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1299,"33.40X26.67MM(1X3/4"")BRASS F.T.A.(P80)",No.s,147.00,PRICE PER NO.,REDUCING BRASS (F.T.A.),80,ASTM REDUCING  FEMALE THREADED ADAPTER (F.T.A.) BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2267,"1/2""(20) FAUCET VALVE (P180)",No.s,102.00,PRICE PER NO.,FAUCET VALVE,180,ASTM FAUCET VALVE_(I)
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2268,"1/2""(20) FAUCET II VALVE (P180)",No.s,96.00,PRICE PER NO.,FAUCET VALVE,180,ASTM FAUCET VALVE_(II)
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2239,"26.67MM(3/4"") NON RETURN VALVE SH80(P36)",No.s,245.50,PRICE PER NO.,NON RETURN VALVE,36,ASTM NON RETURN VALVE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2244,"33.40MM(1"") NON RETURN VALVE SH80(P36)",No.s,359.00,PRICE PER NO.,NON RETURN VALVE,36,ASTM NON RETURN VALVE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1339,"26.67X21.34MM(3/4X1/2"")RED. M.T.A. SH80(P550)",No.s,12.50,PRICE PER NO.,REDUCING MALE THREADED ADAPTOR (M.T.A.),550,ASTM REDUCING MALE THREADED ADAPTER (M.T.A)
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1177,"88.90MM(3"") BRASS M.T.A. SH80 (P5)",No.s,1792.00,PRICE PER NO.,BRASS MALE THREADED ADAPTOR (M.T.A.),5,ASTM MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1345,"114.30MM(4"") TANK NIPPLE SH80 (P5)",No.s,578.00,PRICE PER NO.,TANK NIPPLE SOCKET END,5,ASTM TANK NIPPLE SOCKET END
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1888,"21.34MM(1/2"")TANK NIPPLE SOCKET END(P300)",No.s,29.00,PRICE PER NO.,TANK NIPPLE SOCKET END,300,ASTM TANK NIPPLE SOCKET END
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1889,"26.67MM(3/4"")TANK NIPPLE SOCKET END(P200)",No.s,38.50,PRICE PER NO.,TANK NIPPLE SOCKET END,200,ASTM TANK NIPPLE SOCKET END
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US1899,"33.40MM(1"")TANK NIPPLE SOCKET END(P120)",No.s,58.50,PRICE PER NO.,TANK NIPPLE SOCKET END,120,ASTM TANK NIPPLE SOCKET END
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2223,"60.32MM(2"")TANK NIPPLE SOCKET END(P15)",No.s,103.50,PRICE PER NO.,TANK NIPPLE SOCKET END,15,ASTM TANK NIPPLE SOCKET END
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2224,"21.34MM(1/2"") HEX NIPPLE SH80 (P600)",No.s,5.00,PRICE PER NO.,HEX NIPPLE,600,ASTM HEX NIPPLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2225,"26.67MM(3/4"") HEX NIPPLE SH80 (P500)",No.s,8.50,PRICE PER NO.,HEX NIPPLE,500,ASTM HEX NIPPLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2226,"33.40MM(1"") HEX NIPPLE SH80 (P350)",No.s,13.50,PRICE PER NO.,HEX NIPPLE,350,ASTM HEX NIPPLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2227,"42.16MM(11/4"") HEX NIPPLE SH80 (P200)",No.s,21.50,PRICE PER NO.,HEX NIPPLE,200,ASTM HEX NIPPLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2228,"48.26MM(11/2"") HEX NIPPLE SH80 (P140)",No.s,32.50,PRICE PER NO.,HEX NIPPLE,140,ASTM HEX NIPPLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2229,"60.32MM(2"") HEX NIPPLE SH80 (P40)",No.s,52.50,PRICE PER NO.,HEX NIPPLE,40,ASTM HEX NIPPLE
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1346,"73.02MM(21/2"") UNION SH80 (P15)",No.s,448.50,PRICE PER NO.,UNION,15,ASTM UNION
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1347,"88.9MM(3"") UNION SH80 (P10)",No.s,614.00,PRICE PER NO.,UNION,10,ASTM UNION
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,UH1348,"114.30MM(4"") UNION SH80 (P5)",No.s,923.50,PRICE PER NO.,UNION,5,ASTM UNION
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2245,"21.34MM(1/2"") SWEEP BEND SH80 (P120)",No.s,24.00,PRICE PER NO.,SWEEP BEND ,120,ASTM SWEEP BEND
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2246,"26.67MM(3/4"") SWEEP BEND SH80 (P100)",No.s,39.50,PRICE PER NO.,SWEEP BEND ,100,ASTM SWEEP BEND
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2247,"33.40MM(1"") SWEEP BEND SH80 (P50)",No.s,64.50,PRICE PER NO.,SWEEP BEND ,50,ASTM SWEEP BEND
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2248,"42.16MM(11/4"") SWEEP BEND SH80 (P30)",No.s,108.50,PRICE PER NO.,SWEEP BEND ,30,ASTM SWEEP BEND
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2249,"21.34MM(1/2"")CONVERTER COUPLER UPVC-AGRI (P500)",No.s,15.00,PRICE PER NO.,CONVERTER COUPLER UPVC-AGRI,500,ASTM CONVERTER COUPLER UPVC - AGRI
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2255,"33.40MM(1"")CONVERTER COUPLER UPVC-AGRI(P200)",No.s,36.00,PRICE PER NO.,CONVERTER COUPLER UPVC-AGRI,200,ASTM CONVERTER COUPLER UPVC - AGRI
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2256,"21.34MM(1/2"")CONVERTER COUPLER UPVC-CPVC (P500)",No.s,19.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,500,ASTM CONVERTER COUPLER UPVC - CPVC
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2257,"26.67MM(3/4"")CONVERTER COUPLER UPVC-CPVC (P300)",No.s,26.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,300,ASTM CONVERTER COUPLER UPVC - CPVC
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2258,"33.40MM(1"")CONVERTER COUPLER UPVC-CPVC(P200)",No.s,40.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,200,ASTM CONVERTER COUPLER UPVC - CPVC
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2259,"42.16MM(11/4"")CONVERTER COUPLR UPVC-CPVC (P120)",No.s,62.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,120,ASTM CONVERTER COUPLER UPVC - CPVC
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2266,"48.26MM(11/2"")CONVERTER COUPLR UPVC-CPVC (P90)",No.s,108.00,PRICE PER NO.,CONVERTER COUPLER UPVC-CPVC,90,ASTM CONVERTER COUPLER UPVC - CPVC
ASTM FITTING,PLUMBING & SANITATION,FITTINGS,ASTM FITTING,US2334,"33.40MM(1"") UPVC Y STRAINER SH80 (P36)",No.s,963.00,PRICE PER NO.,Y STRAINER,36,ASTM Y STRAINER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1111,75MMX87.5¬∞ BEND WITH INT RING (P27),No.s,104.50,PRICE PER NO.,PLAIN BEND - 87.5 DEG,27,SWR IRR BEND 87.5∞ - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1112,90MM X87.5¬∞ BEND WITH INT RING (P26),No.s,138.00,PRICE PER NO.,PLAIN BEND - 87.5 DEG,26,SWR IRR BEND 87.5∞ - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1113,110MMX87.5¬∞ BEND WITH INT RING (P17),No.s,181.50,PRICE PER NO.,PLAIN BEND - 87.5 DEG,17,SWR IRR BEND 87.5∞ - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1114,160MMX87.5¬∞ BEND WITH INT RING (P7),No.s,438.50,PRICE PER NO.,PLAIN BEND - 87.5 DEG,7,SWR IRR BEND 87.5∞ - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1115,75MMX87.5¬∞BEND (DOOR)WITH INT RING (P21),No.s,131.00,PRICE PER NO.,DOOR BEND - 87.5 DEG,21,SWR IRR BEND 87.5∞ - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1116,90MM X87.5¬∞ BEND(DOOR)WITH INT RING(P24),No.s,168.00,PRICE PER NO.,DOOR BEND - 87.5 DEG,24,SWR IRR BEND 87.5∞ - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1117,110MMX87.5¬∞BEND (DOOR)WITH INT RING(P15),No.s,222.00,PRICE PER NO.,DOOR BEND - 87.5 DEG,15,SWR IRR BEND 87.5∞ - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1118,160MMX87.5¬∞ BEND (DOOR)WITH INT RING(P7),No.s,475.50,PRICE PER NO.,DOOR BEND - 87.5 DEG,7,SWR IRR BEND 87.5∞ - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1119,75MMX45¬∞ BEND WITH INTEGRATED RING (P36),No.s,97.50,PRICE PER NO.,PLAIN BEND - 45 DEG,36,SWR IRR BEND 45∞ - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1122,90MM X45¬∞ BEND WITH INTEGRATED RING(P32),No.s,124.50,PRICE PER NO.,PLAIN BEND - 45 DEG,32,SWR IRR BEND 45∞ - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1123,110MMX45¬∞ BEND WITH INT RING (P24),No.s,156.50,PRICE PER NO.,PLAIN BEND - 45 DEG,24,SWR IRR BEND 45∞ - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1124,160MMX45¬∞ BEND WITH INTEGRATED RING (P8),No.s,373.00,PRICE PER NO.,PLAIN BEND - 45 DEG,8,SWR IRR BEND 45∞ - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1125,110MMX87.5¬∞BEND (SIDE DOOR LH) WIR (P11),No.s,256.00,PRICE PER NO.,SIDE DOOR BEND LEFT HAND - 87.5 DEG,11,SWR IRR BEND - SIDE DOOR LEFT HAND
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1126,110MMX87.5¬∞BEND (SIDE DOOR RH) WIR (P11),No.s,257.50,PRICE PER NO.,SIDE DOOR BEND RIGHT HAND - 87.5 DEG,11,SWR IRR BEND - SIDE DOOR RIGHT HAND
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1127,75MM COUPLER WITH INTEGRATED RING (P45),No.s,81.00,PRICE PER NO.,COUPLER,45,SWR IRR COUPLER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1128,90MM COUPLER WITH INTEGRATED RING (P46),No.s,109.50,PRICE PER NO.,COUPLER,46,SWR IRR COUPLER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1129,110MM COUPLER WITH INTEGRATED RING (P32),No.s,147.00,PRICE PER NO.,COUPLER,32,SWR IRR COUPLER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1133,160MM COUPLER WITH INTEGRATED RING (P9),No.s,371.50,PRICE PER NO.,COUPLER,9,SWR IRR COUPLER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1134,90X75MM REDUCER WITH INT RING (P32),No.s,96.00,PRICE PER NO.,REDUCER,32,SWR IRR REDUCER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1135,110X75MM REDUCER WITH INT RING (P32),No.s,131.00,PRICE PER NO.,REDUCER,32,SWR IRR REDUCER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1136,110X90MM REDUCER WITH INT RING (P38),No.s,122.50,PRICE PER NO.,REDUCER,38,SWR IRR REDUCER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1137,160X110MM REDUCER WITH INT RING (P25),No.s,294.00,PRICE PER NO.,REDUCER,25,SWR IRR REDUCER
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1138,75MM TEE WITH INTEGRATED RING (P18),No.s,146.50,PRICE PER NO.,TEE,18,SWR IRR TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1139,90MM TEE WITH INTEGRATED RING (P18),No.s,212.00,PRICE PER NO.,TEE,18,SWR IRR TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1144,110MM TEE WITH INTEGRATED RING(P12),No.s,265.50,PRICE PER NO.,TEE,12,SWR IRR TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1155,75MM TEE(SIDE DOOR LH)WITH INT RING(P15),No.s,169.50,PRICE PER NO.,TEE SIDE DOOR LEFT HAND,15,SWR IRR TEE - SIDE DOOR LEFT HAND
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1157,75MM TEE(SIDE DOOR RH)WITH INT RING(P15),No.s,169.50,PRICE PER NO.,TEE SIDE DOOR RIGHT HAND,15,SWR IRR TEE - SIDE DOOR RIGHT HAND
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1158,110MM TEE(SIDE DOOR RH)WITH INT RING(P7),No.s,326.00,PRICE PER NO.,TEE SIDE DOOR RIGHT HAND,7,SWR IRR TEE - SIDE DOOR RIGHT HAND
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1178,110X75MM RED.TEE(SIDE DOOR LH)WIR (P13),No.s,293.50,PRICE PER NO.,REDUCING TEE SIDE DOOR LEFT HAND,13,SWR IRR REDUCING TEE - SIDE DOOR LEFT HAND
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1179,110X75MM RED.TEE(SIDE DOOR RH) WIR (P13),No.s,293.50,PRICE PER NO.,REDUCING TEE SIDE DOOR RIGHT HAND,13,SWR IRR REDUCING TEE - SIDE DOOR RIGHT HAND
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1145,160MM TEE WITH INTEGRATED RING (P8),No.s,640.00,PRICE PER NO.,TEE ,8,SWR IRR TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1146,75MM TEE (DOOR)WITH INTEGRATED RING(P15),No.s,176.50,PRICE PER NO.,DOOR TEE ,15,SWR IRR TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1147,90MM TEE (DOOR)WITH INTEGRATED RING(P15),No.s,250.50,PRICE PER NO.,DOOR TEE ,15,SWR IRR TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1148,110MM TEE (DOOR) WITH INT RING (P10),No.s,316.00,PRICE PER NO.,DOOR TEE ,10,SWR IRR TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1149,160MM TEE (DOOR)WITH INTEGRATED RING(P8),No.s,701.50,PRICE PER NO.,DOOR TEE ,8,SWR IRR TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1156,110MM TEE(SIDE DOOR LH)WITH INT RING(P7),No.s,328.00,PRICE PER NO.,SIDE DOOR LEFT HAND,7,SWR IRR TEE - SIDE DOOR LEFT HAND
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1159,90X75MM RED. TEE WITH INT RING (P18),No.s,203.50,PRICE PER NO.,PLAIN REDUCING TEE,18,SWR IRR REDUCING TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1166,110X75MM RED. TEE WITH INT RING (P12),No.s,255.50,PRICE PER NO.,PLAIN REDUCING TEE,12,SWR IRR REDUCING TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1167,160X110MM RED. TEE WITH INT RING (P9),No.s,542.50,PRICE PER NO.,PLAIN REDUCING TEE,9,SWR IRR REDUCING TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1168,90X75MM RED. TEE(DOOR)WITH INT RING(P15),No.s,235.00,PRICE PER NO.,DOOR REDUCING TEE ,15,SWR IRR REDUCING TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1169,110X75MM RED.TEE(DOOR)WITH INT RING(P13),No.s,292.50,PRICE PER NO.,DOOR REDUCING TEE ,13,SWR IRR REDUCING TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1177,160X110MM RED.TEE(DOOR)WITH INT RING(P8),No.s,580.00,PRICE PER NO.,DOOR REDUCING TEE ,8,SWR IRR REDUCING TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1188,75MM CROSS TEE WITH INT RING (P18),No.s,210.00,PRICE PER NO.,CROSS TEE,18,SWR IRR CROSS TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1189,90MM CROSS TEE WITH INT RING (P12),No.s,287.50,PRICE PER NO.,CROSS TEE,12,SWR IRR CROSS TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1199,110MM CROSS TEE WITH INT RING (P9),No.s,353.00,PRICE PER NO.,CROSS TEE,9,SWR IRR CROSS TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1222,160MM CROSS TEE WITH INT RING (P4),No.s,831.50,PRICE PER NO.,CROSS TEE,4,SWR IRR CROSS TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1223,75MM CROSS TEE (DOOR)WITH INT RING (P15),No.s,240.50,PRICE PER NO.,CROSS TEE,15,SWR IRR CROSS TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1224,90MM CROSS TEE (DOOR) WITH INT RING(P10),No.s,312.50,PRICE PER NO.,CROSS TEE,10,SWR IRR CROSS TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1225,110MM CROSS TEE (DOOR)WITH INT RING(P8),No.s,388.00,PRICE PER NO.,CROSS TEE,8,SWR IRR CROSS TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1226,160MM CROSS TEE (DOOR)WITH INT RING (P4),No.s,865.50,PRICE PER NO.,CROSS TEE,4,SWR IRR CROSS TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1227,75MM SWEPT TEE WITH INT RING (P17),No.s,146.00,PRICE PER NO.,SWEPT TEE,17,SWR IRR SWEPT TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1228,110MM SWEPT TEE WITH INT RING (P10),No.s,314.00,PRICE PER NO.,SWEPT TEE,10,SWR IRR SWEPT TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1229,160MM SWEPT TEE WITH INT RING (P6),No.s,841.50,PRICE PER NO.,SWEPT TEE,6,SWR IRR SWEPT TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1233,75MM SWEPT TEE (DOOR) WITH INT RING(P14),No.s,201.50,PRICE PER NO.,SWEPT TEE,14,SWR IRR SWEPT TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1234,110MM SWEPT TEE (DOOR) WITH INT RING(P8),No.s,417.00,PRICE PER NO.,SWEPT TEE,8,SWR IRR SWEPT TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1235,160MM SWEPT TEE (DOOR) WITH INT RING(P6),No.s,848.00,PRICE PER NO.,SWEPT TEE,6,SWR IRR SWEPT TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1236,110X75MM SWEPT R.TEE WITH INT RING (P12),No.s,257.00,PRICE PER NO.,SWEPT REDUCING TEE,12,SWR IRR SWEPT REDUCING TEE - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1237,110X75MM SWEPT R.TEE (DOOR)WITH INT RING (P10),No.s,351.00,PRICE PER NO.,SWEPT REDUCING TEE,10,SWR IRR SWEPT REDUCING TEE - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1238,75MM Y  WITH INTEGRATED RING (P15),No.s,193.50,PRICE PER NO.,SINGLE Y,15,SWR IRR SINGLE Y  - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1239,90MM Y  WITH INTEGRATED RING (P15),No.s,257.00,PRICE PER NO.,SINGLE Y,15,SWR IRR SINGLE Y  - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1244,110MM Y  WITH INTEGRATED RING (P10),No.s,341.00,PRICE PER NO.,SINGLE Y,10,SWR IRR SINGLE Y  - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1245,160MM Y  WITH INTEGRATED RING (P5),No.s,792.50,PRICE PER NO.,SINGLE Y,5,SWR IRR SINGLE Y  - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1246,75MM Y (DOOR) WITH INTEGRATED RING (P12),No.s,215.00,PRICE PER NO.,DOOR Y,12,SWR IRR SINGLE Y  - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1247,90MM Y (DOOR) WITH INTEGRATED RING (P14),No.s,282.50,PRICE PER NO.,DOOR Y,14,SWR IRR SINGLE Y  - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1248,110MM Y (DOOR) WITH INTEGRATED RING(P8),No.s,374.50,PRICE PER NO.,DOOR Y,8,SWR IRR SINGLE Y  - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1249,160MM Y (DOOR) WITH INTEGRATED RING (P5),No.s,853.00,PRICE PER NO.,DOOR Y,5,SWR IRR SINGLE Y  - DOOR
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1257,75MM Y DOUBLE WITH INTEGRATED RING (P18),No.s,255.50,PRICE PER NO.,DOUBLE Y,18,SWR IRR DOUBLE Y - PLAIN
SWR FITTINGS WITH INTEGRATED RING,PLUMBING & SANITATION,FITTINGS,SWR FITTING WITH IRR,IF1258,90MM Y DOUBLE WITH INTEGRATED RING (P12),No.s,338.00,PRICE PER NO.,DOUBLE Y,12,SWR IRR DOUBLE Y - PLAIN
