Main Category,"AGRI/
PLUMBING & SANITATION",Product Segment,Material Group Description,Material Code ,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder,Sales Observations (Sachin)
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1123,3517,"80 MM NB (3"")COLUMN PIPE (MEDIUM)",MTR,716.50, PRICE PER MTR,MEDIUM - COUPLER TYPE,15,COLUMN PIPE-COUPLER MEDIUM,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1223,3518,"80 MM NB (3"") COLUMN PIPE (MEDIUM) (1.5 MTR)",MTR,921.50, PRICE PER MTR,MEDIUM - COUPLER TYPE,7.5,COLUMN PIPE-COUPLER MEDIUM,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1124,3519,"100MM NB (4"") COLUMN PIPE (MEDIUM)",MTR,1009.00, PRICE PER MTR,MEDIUM - COUPLER TYPE,15,COLUMN PIPE-COUPLER MEDIUM,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1125,3520,"25 MM NB (1"") COLUMN PIPE (STANDARD)",MTR,223.00, PRICE PER MTR,STANDARD - COUPLER TYPE,90,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1126,3521,"32 MM NB (1 1/4"") COLUMN PIPE (STANDARD)",MTR,322.50, PRICE PER MTR,STANDARD - COUPLER TYPE,75,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1127,3522,"40 MM NB (1 1/2"") COLUMN PIPE (STANDARD)",MTR,374.50, PRICE PER MTR,STANDARD - COUPLER TYPE,60,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1224,3523,"40 MM NB (1Â½"") COLUMN PIPE (STANDARD) (1.5 MTR)",MTR,479.00, PRICE PER MTR,STANDARD - COUPLER TYPE,30,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1128,3524,"50 MM NB (2"") COLUMN PIPE (STANDARD)",MTR,485.50, PRICE PER MTR,STANDARD - COUPLER TYPE,45,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1225,3525,"50 MM NB (2"") COLUMN PIPE (STANDARD) (1.5 MTR)",MTR,628.50, PRICE PER MTR,STANDARD - COUPLER TYPE,22.5,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1129,3526,"65 MM NB (21/2"") COLUMN PIPE (STANDARD)",MTR,657.50, PRICE PER MTR,STANDARD - COUPLER TYPE,30,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1226,3527,"65 MM NB (2Â½"") COLUMN PIPE (STANDARD) (1.5 MTR)",MTR,811.00, PRICE PER MTR,STANDARD - COUPLER TYPE,15,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1133,3528,"80MM NB (3"") COLUMN PIPE (STANDARD)",MTR,953.50, PRICE PER MTR,STANDARD - COUPLER TYPE,15,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1227,3529,"80 MM NB (3"") COLUMN PIPE (STANDARD) (1.5 MTR)",MTR,1161.00, PRICE PER MTR,STANDARD - COUPLER TYPE,7.5,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1134,3530,"100MM NB (4"") COLUMN PIPE (STANDARD)",MTR,1374.50, PRICE PER MTR,STANDARD - COUPLER TYPE,15,COLUMN PIPE-COUPLER STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1135,3531,"32 MM NB (1 1/4"") COLUMN PIPE (HEAVY)",MTR,393.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,60,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1136,3532,"40 MM NB (1 1/2"") COLUMN PIPE (HEAVY)",MTR,497.50, PRICE PER MTR,HEAVY - COUPLER TYPE ,45,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1228,3533,"40 MM NB (1Â½"") COLUMN PIPE (HEAVY) (1.5 MTR)",MTR,593.50, PRICE PER MTR,HEAVY - COUPLER TYPE ,22.5,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1137,3534,"50 MM NB (2"") COLUMN PIPE (HEAVY)",MTR,615.50, PRICE PER MTR,HEAVY - COUPLER TYPE ,30,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1229,3535,"50 MM NB (2"") COLUMN PIPE (HEAVY) (1.5 MTR)",MTR,803.50, PRICE PER MTR,HEAVY - COUPLER TYPE ,15,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1138,3536,"65MM NB ( 21/2"") COLUMN PIPE (HEAVY)",MTR,910.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,21,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1233,3537,"65 MM NB (2Â½"") COLUMN PIPE (HEAVY) (1.5 MTR)",MTR,1078.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,10.5,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1139,3538,"80MM NB (3"") COLUMN PIPE (HEAVY)",MTR,1225.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,15,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1234,3539,"80 MM NB (3"") COLUMN PIPE (HEAVY) (1.5 MTR)",MTR,1456.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,7.5,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1144,3540,"100MM NB (4"") COLUMN PIPE (HEAVY)",MTR,2143.00, PRICE PER MTR,HEAVY - COUPLER TYPE ,15,COLUMN PIPE-OUPLER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1167,3541,"32MM NB (11/4"")COLUMN PIPE (SUPER HEAVY) ",MTR,465.00, PRICE PER MTR,SUPER HEAVY - COUPLER TYPE,60,COLUMN PIPE-OUPLER SUPER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1177,3542,"40MM NB (11/2"")COLUMN PIPE (SUPER HEAVY) ",MTR,579.00, PRICE PER MTR,SUPER HEAVY - COUPLER TYPE,45,COLUMN PIPE-OUPLER SUPER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1168,3543,"50 MM NB (2"") COLUMN PIPE (SUPER HEAVY)",MTR,790.00, PRICE PER MTR,SUPER HEAVY - COUPLER TYPE,30,COLUMN PIPE-OUPLER SUPER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1178,3544,"65MM NB (21/2"")COLUMN PIPE (SUPER HEAVY)",MTR,1193.50, PRICE PER MTR,SUPER HEAVY - COUPLER TYPE,21,COLUMN PIPE-OUPLER SUPER HEAVY,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1145,3545,"25MM NB (1"") COLUMN-BELL END-V4 12.5KG",MTR,108.50, PRICE PER MTR,V4 - BELL END TYPE,90,COLUMN PIPE-BELL END V4 12.5KG,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1146,3546,"32MM NB(1 1/4"")COLUMN-BELL END-V4 12.5KG",MTR,172.00, PRICE PER MTR,V4 - BELL END TYPE,75,COLUMN PIPE-BELL END V4 12.5KG,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1147,3547,"25MM NB (1"") COLUMN-BELL END-V4 15KG",MTR,126.50, PRICE PER MTR,V4 - BELL END TYPE,90,COLUMN PIPE-BELL END V4 15KG,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1148,3548,"32MM NB (1 1/4"")COLUMN-BELL END-V4 15KG",MTR,187.50, PRICE PER MTR,V4 - BELL END TYPE,75,COLUMN PIPE-BELL END V4 15KG,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1149,3549,"40MM NB (1 1/2"") COLUMN-BELL END-V4 15KG",MTR,246.50, PRICE PER MTR,V4 - BELL END TYPE,60,COLUMN PIPE-BELL END V4 15KG,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1155,3550,"25MM NB (1"") COLUMN-BELL END-CRYSTAL",MTR,142.50, PRICE PER MTR,CRYSTAL - BELL END TYPE,90,COLUMN PIPE-BELL END CRYSTAL,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1156,3551,"32MM NB (1 1/4"")COLUMN-BELL END-CRYSTAL",MTR,215.00, PRICE PER MTR,CRYSTAL - BELL END TYPE,75,COLUMN PIPE-BELL END CRYSTAL,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1157,3552,"40MM NB (1 1/2"") COLUMN-BELL END-CRYSTAL",MTR,290.50, PRICE PER MTR,CRYSTAL - BELL END TYPE,60,COLUMN PIPE-BELL END CRYSTAL,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1158,3553,"25MM NB (1"") COLUMN-BELL END-STANDARD",MTR,181.50, PRICE PER MTR,STANDARD - BELL END TYPE,90,COLUMN PIPE-BELL END STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1159,3554,"32MM NB (1 1/4"")COLUMN-BELL END-STANDARD",MTR,244.50, PRICE PER MTR,STANDARD - BELL END TYPE,75,COLUMN PIPE-BELL END STANDARD,Ok
COLUMN PIPE,AGRI,PIPES,COLUMN PIPE,CO1166,3555,"40MM NB (1 1/2"")COLUMN-BELL END-STANDARD",MTR,326.00, PRICE PER MTR,STANDARD - BELL END TYPE,60,COLUMN PIPE-BELL END STANDARD,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1111,4001,"21.34MM (1/2"") SH-40 PLAIN (3 MTR)",MTR,85.50, PRICE PER MTR,SCH-40 PLAIN,90,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1112,4002,"26.67MM (3/4"") SH-40 PLAIN (3 MTR)",MTR,114.00, PRICE PER MTR,SCH-40 PLAIN,75,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1113,4003,"33.40MM (1"") SH-40 PLAIN (3 MTR)",MTR,167.00, PRICE PER MTR,SCH-40 PLAIN,45,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1114,4004,"42.16MM (1 1/4"") SH-40 PLAIN (3 MTR)",MTR,224.50, PRICE PER MTR,SCH-40 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1115,4005,"48.26MM (1 1/2"") SH-40 PLAIN (3 MTR)",MTR,267.50, PRICE PER MTR,SCH-40 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1116,4006,"60.32MM (2"") SH-40 PLAIN (3MTR)",MTR,359.50, PRICE PER MTR,SCH-40 PLAIN,15,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1117,4007,"73.02MM (2 1/2"") SH-40 PLAIN (3 MTR)",MTR,552.00,PRICE PER MTR,SCH-40 PLAIN,15,ASTM PLUMBING PIPE-SCHEDULE  40,Changes
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1118,4008,"88.90MM (3"") SH-40 PLAIN (3 MTR)",MTR,743.50,PRICE PER MTR,SCH-40 PLAIN,9,ASTM PLUMBING PIPE-SCHEDULE  40,Changes
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1119,4009,"114.30MM (4"") SH-40 PLAIN (3 MTR)",MTR,1057.00,PRICE PER MTR,SCH-40 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE  40,Changes
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1122,4010,"168.28MM (6"") SH-40 PLAIN (3 MTR)",MTR,1911.50, PRICE PER MTR,SCH-40 PLAIN,3,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1123,4011,"219.08MM (8"") SH-40 PLAIN (3 MTR)",MTR,2846.00, PRICE PER MTR,SCH-40 PLAIN,3,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1124,4012,"21.34MM (1/2"") SH-40 PLAIN (6 MTR)",MTR,85.50, PRICE PER MTR,SCH-40 PLAIN,180,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1125,4013,"26.67MM (3/4"") SH-40 PLAIN (6 MTR)",MTR,114.00, PRICE PER MTR,SCH-40 PLAIN,150,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1126,4014,"33.40MM (1"") SH-40 PLAIN (6 MTR)",MTR,167.00, PRICE PER MTR,SCH-40 PLAIN,90,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1127,4015,"42.16MM (1 1/4"") SH-40 PLAIN (6 MTR)",MTR,224.50, PRICE PER MTR,SCH-40 PLAIN,60,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1128,4016,"48.26MM (1 1/2"") SH-40 PLAIN (6 MTR)",MTR,267.50, PRICE PER MTR,SCH-40 PLAIN,60,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1129,4017,"60.32MM (2"") SH-40 PLAIN (6 MTR)",MTR,359.50, PRICE PER MTR,SCH-40 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1133,4018,"73.02MM (2 1/2"") SH-40 PLAIN (6 MTR)",MTR,552.00, PRICE PER MTR,SCH-40 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1134,4019,"88.90MM (3"") SH-40 PLAIN (6 MTR)",MTR,743.50, PRICE PER MTR,SCH-40 PLAIN,18,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1135,4020,"114.30MM (4"") SH-40 PLAIN (6 MTR)",MTR,1057.00, PRICE PER MTR,SCH-40 PLAIN,12,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1136,4021,"168.28MM (6"") SH-40 PLAIN (6 MTR)",MTR,1911.50, PRICE PER MTR,SCH-40 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1137,4022,"219.08MM (8"") SH-40 PLAIN (6 MTR)",MTR,2846.00, PRICE PER MTR,SCH-40 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE  40,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1138,4023,"21.34MM (1/2"") SH-40 THRD (3 MTR)",MTR,88.50, PRICE PER MTR,SCH-40 THREADED,90,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1139,4024,"26.67MM (3/4"") SH-40 THRD (3 MTR)",MTR,120.00, PRICE PER MTR,SCH-40 THREADED,75,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1144,4025,"33.40MM (1"") SH-40 THRD (3 MTR)",MTR,174.00, PRICE PER MTR,SCH-40 THREADED,45,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1145,4026,"42.16MM (1 1/4"") SH-40 THRD (3 MTR)",MTR,232.00, PRICE PER MTR,SCH-40 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1146,4027,"48.26MM (1 1/2"") SH-40 THRD (3 MTR)",MTR,270.00, PRICE PER MTR,SCH-40 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1147,4028,"60.32MM (2"") SH-40 THRD (3 MTR)",MTR,371.00, PRICE PER MTR,SCH-40 THREADED,15,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1148,4030,"88.90MM (3"") SH-40 THRD (3 MTR)",MTR,751.50, PRICE PER MTR,SCH-40 THREADED,9,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1149,4031,"114.30MM (4"") SH-40 THRD (3 MTR)",MTR,1073.50, PRICE PER MTR,SCH-40 THREADED,6,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1155,4032,"21.34MM (1/2"") SH-40 THRD (6 MTR)",MTR,88.50, PRICE PER MTR,SCH-40 THREADED,180,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1156,4033,"26.67MM (3/4"") SH-40 THRD (6 MTR)",MTR,120.00, PRICE PER MTR,SCH-40 THREADED,150,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1157,4034,"33.40MM (1"") SH-40 THRD (6 MTR)",MTR,174.00, PRICE PER MTR,SCH-40 THREADED,90,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1158,4035,"42.16MM (1 1/4"") SH-40 THRD (6 MTR)",MTR,232.00, PRICE PER MTR,SCH-40 THREADED,60,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1159,4036,"48.26MM (1 1/2"") SH-40 THRD (6 MTR)",MTR,270.00, PRICE PER MTR,SCH-40 THREADED,60,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1166,4037,"60.32MM (2"") SH-40 THRD (6 MTR)",MTR,371.00, PRICE PER MTR,SCH-40 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1167,4038,"75.30MM (2 1/2"") SH-40 THRD (6 MTR)",MTR,585.00, PRICE PER MTR,SCH-40 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1168,4039,"88.90MM (3"") SH-40 THRD (6 MTR)",MTR,751.50, PRICE PER MTR,SCH-40 THREADED,18,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1169,4040,"114.30MM (4"") SH-40 THRD (6 MTR)",MTR,1073.50, PRICE PER MTR,SCH-40 THREADED,12,ASTM PLUMBING PIPE-SCHEDULE  40-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1177,4041,"21.34MM (1/2"") SH-80 PLAIN (3 MTR)",MTR,107.00, PRICE PER MTR,SCH-80 PLAIN,90,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1178,4042,"26.67MM (3/4"") SH-80 PLAIN (3 MTR)",MTR,145.00, PRICE PER MTR,SCH-80 PLAIN,75,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1179,4043,"33.40MM (1"") SH-80 PLAIN (3 MTR)",MTR,213.00, PRICE PER MTR,SCH-80 PLAIN,45,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1188,4044,"42.16MM (1 1/4"") SH-80 PLAIN (3 MTR)",MTR,292.50, PRICE PER MTR,SCH-80 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1189,4045,"48.26MM (1 1/2"") SH-80 PLAIN (3 MTR)",MTR,354.00, PRICE PER MTR,SCH-80 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1199,4046,"60.32MM (2"") SH-80 PLAIN (3 MTR)",MTR,491.00, PRICE PER MTR,SCH-80 PLAIN,15,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1222,4047,"73.02MM (2 1/2"") SH-80 PLAIN (3 MTR)",MTR,748.50,PRICE PER MTR,SCH-80 PLAIN,15,ASTM PLUMBING PIPE-SCHEDULE 80,Changes
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1223,4048,"88.90MM (3"") SH-80 PLAIN (3 MTR)",MTR,1001.00,PRICE PER MTR,SCH-80 PLAIN,9,ASTM PLUMBING PIPE-SCHEDULE 80,Changes
ASTM Pipe,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1224,4049,"114.30MM (4"") SH-80 PLAIN (3 MTR)",MTR,1464.50,PRICE PER MTR,SCH-80 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE 80,Changes
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1225,4050,"168.28MM (6"") SH-80 PLAIN (3 MTR)",MTR,2861.00, PRICE PER MTR,SCH-80 PLAIN,3,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1226,4051,"219.08MM (8"") SH-80 PLAIN (3 MTR)",MTR,4301.50, PRICE PER MTR,SCH-80 PLAIN,3,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1227,4052,"21.34MM (1/2"") SH-80 PLAIN (6 MTR)",MTR,107.00, PRICE PER MTR,SCH-80 PLAIN,180,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1228,4053,"26.67MM (3/4"") SH-80 PLAIN (6 MTR)",MTR,145.00, PRICE PER MTR,SCH-80 PLAIN,150,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1229,4054,"33.40MM (1"") SH-80 PLAIN (6 MTR)",MTR,213.00, PRICE PER MTR,SCH-80 PLAIN,90,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1233,4055,"42.16MM (1 1/4"") SH-80 PLAIN (6 MTR)",MTR,292.50, PRICE PER MTR,SCH-80 PLAIN,60,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1234,4056,"48.26MM (1 1/2"") SH-80 PLAIN (6 MTR)",MTR,354.00, PRICE PER MTR,SCH-80 PLAIN,60,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1235,4057,"60.32MM (2"") SH-80 PLAIN (6 MTR)",MTR,491.00, PRICE PER MTR,SCH-80 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1236,4058,"73.02MM (2 1/2"") SH-80 PLAIN (6 MTR)",MTR,748.50, PRICE PER MTR,SCH-80 PLAIN,30,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1237,4059,"88.90MM (3"") SH-80 PLAIN (6 MTR)",MTR,1001.00, PRICE PER MTR,SCH-80 PLAIN,18,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1238,4060,"114.30MM (4"") SH-80 PLAIN (6 MTR)",MTR,1464.50, PRICE PER MTR,SCH-80 PLAIN,12,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1239,4061,"168.28MM (6"") SH-80 PLAIN (6 MTR)",MTR,2861.00, PRICE PER MTR,SCH-80 PLAIN,6,ASTM PLUMBING PIPE-SCHEDULE 80,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1244,4063,"21.34MM (1/2"") SH-80 THRD (3 MTR)",MTR,109.00, PRICE PER MTR,SCH-80 THREADED,90,ASTM PLUMBING PIPE-SCHEDULE  80-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1245,4064,"26.67MM (3/4"") SH-80 THRD (3 MTR)",MTR,151.00, PRICE PER MTR,SCH-80 THREADED,75,ASTM PLUMBING PIPE-SCHEDULE  80-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1246,4065,"33.40MM (1"") SH-80 THRD (3 MTR)",MTR,214.50, PRICE PER MTR,SCH-80 THREADED,45,ASTM PLUMBING PIPE-SCHEDULE  80-THREADED,Ok
ASTM PIPE,PLUMBING & SANITATION,PIPES,ASTM PIPE,UP1247,4066,"42.16MM (1 1/4"") SH-80 THRD (3 MTR)",MTR,299.00, PRICE PER MTR,SCH-80 THREADED,30,ASTM PLUMBING PIPE-SCHEDULE  80-THREADED,Ok
