Main Category,"AGRI/
PLUMBING & SANITATION",Product Segment,Material Group Description,Material Code ,Material Code ,Material Description,UOM,List Price Per Mtr (in Rs),Packing,Material Sub Type,UOM,Image Name in NEW SKU_PNG folder,Sales Observations (Sachin)
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3389,6186,28.6X22.2MM(1X3/4)CPVC BRASS MTA (P80),No.s,229.50,PRICE PER NO.,REDUCING BRASS MALE THREADED ADAPTOR (M.T.A.),80,CPVC REDUCING MALE THREADED ADAPTER (M.T.A.) - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4677,6126,"22.2X15.9MM(3/4X1/2"") CPVC RED.(P200)",No.s,21.50,PRICE PER NO.,REDUCER,200,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4678,6127,"28.6X15.9MM (1X1/2"") CPVC RED.(P150)",No.s,32.00,PRICE PER NO.,REDUCER,150,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1379,6128,"28.6X22.2MM (1X3/4"") CPVC RED. (P510)",No.s,36.00,PRICE PER NO.,REDUCER,510,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4679,6129,"34.9X15.9MM(11/4X1/2"") CPVC RED.(P60)",No.s,75.50,PRICE PER NO.,REDUCER,60,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4688,6130,"34.9X22.2MM(11/4X3/4"") CPVC RED.(P60)",No.s,74.00,PRICE PER NO.,REDUCER,60,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3347,6131,"34.9X28.6MM (11/4X1"") CPVC RED.(P60)",No.s,79.00,PRICE PER NO.,REDUCER,60,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4689,6132,"41.3X15.9MM (11/2X1/2"") CPVC RED.(P40)",No.s,110.00,PRICE PER NO.,REDUCER,40,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3348,6133,"41.3X22.2MM (11/2X3/4"") CPVC RED.(P40)",No.s,118.50,PRICE PER NO.,REDUCER,40,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4699,6134,"41.3X28.6MM (11/2X1"") CPVC RED.(P40)",No.s,108.00,PRICE PER NO.,REDUCER,40,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4777,6135,"41.3X34.9MM(11/2X11/4"") CPVC RED.(P40)",No.s,104.00,PRICE PER NO.,REDUCER,40,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1448,6136,"54.0X15.9MM (2X1/2"") CPVC RED. (P108)",No.s,226.00,PRICE PER NO.,REDUCER,108,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4778,6137,"54X22.2MM (2 X 3/4"") CPVC RED.(P16)",No.s,251.50,PRICE PER NO.,REDUCER,16,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3349,6138,"54X28.6MM (2 X1"") CPVC RED.(P30)",No.s,185.00,PRICE PER NO.,REDUCER,30,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4779,6139,"54X34.9MM (2 X 11/4"") CPVC RED.(P20)",No.s,202.50,PRICE PER NO.,REDUCER,20,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3355,6140,"54X41.3MM (2 X 11/2"") CPVC RED.(P30)",No.s,252.00,PRICE PER NO.,REDUCER,30,CPVC REDUCER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5559,6081,"15.9MM(1/2"") CPVC STEP OVER BEND (P50)",No.s,62.50,PRICE PER NO.,STEP OVER BEND,50,CPVC STEP OVER BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1459,6082,"22.2MM (3/4"")CPVC STEPOVER BEND (P120)",No.s,91.00,PRICE PER NO.,STEP OVER BEND,120,CPVC STEP OVER BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3477,6083,"28.6MM (1"") CPVC STEP OVER BEND (P20)",No.s,168.00,PRICE PER NO.,STEP OVER BEND,20,CPVC STEP OVER BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1467,6084,"34.9MM(11/4"")CPVC STEP OVER BEND (P30)",No.s,285.50,PRICE PER NO.,STEP OVER BEND,30,CPVC STEP OVER BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1468,6085,"41.3MM(11/2"")CPVC STEP OVER BEND (P20)",No.s,294.00,PRICE PER NO.,STEP OVER BEND,20,CPVC STEP OVER BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1469,6086,"54MM (2"") CPVC STEP OVER BEND  (P6)",No.s,642.50,PRICE PER NO.,STEP OVER BEND,6,CPVC STEP OVER BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4999,6087,"15.9MM (1/2"") CPVC TANK NIPPLE (P75)",No.s,57.00,PRICE PER NO.,TANK NIPPLE,75,CPVC TANK NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3459,6088,"22.2MM (3/4"") CPVC TANK NIPPLE (P75)",No.s,67.50,PRICE PER NO.,TANK NIPPLE,75,CPVC TANK NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1479,6089,"28.6MM (1"") CPVC TANK NIPPLE  (P140)",No.s,101.00,PRICE PER NO.,TANK NIPPLE,140,CPVC TANK NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3466,6090,"34.9MM (11/4"") CPVC TANK NIPPLE (P30)",No.s,150.50,PRICE PER NO.,TANK NIPPLE,30,CPVC TANK NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3467,6091,"41.3MM (11/2"") CPVC TANK NIPPLE (P20)",No.s,220.50,PRICE PER NO.,TANK NIPPLE,20,CPVC TANK NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5555,6092,"54MM (2"") CPVC TANK NIPPLE (P12)",No.s,334.50,PRICE PER NO.,TANK NIPPLE,12,CPVC TANK NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1555,6093,"15.9MM(1/2"")CPVC TANK NIPPLE SOC.(P150)",No.s,46.50,PRICE PER NO.,TANK NIPPLE SOCKET,150,CPVC TANK NIPPLE SOCKET END,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1556,6094,"22.2MM(3/4"")CPVC TANK NIPPLE SOC.(P100",No.s,62.50,PRICE PER NO.,TANK NIPPLE SOCKET,100,CPVC TANK NIPPLE SOCKET END,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1557,6095,"28.6MM(1"")CPVC TANK NIPPLE SOC. (P80)",No.s,82.00,PRICE PER NO.,TANK NIPPLE SOCKET,80,CPVC TANK NIPPLE SOCKET END,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1558,6096,"34.9MM(11/4"")CPVC TANK NIPPLE SOC.(P45)",No.s,133.00,PRICE PER NO.,TANK NIPPLE SOCKET,45,CPVC TANK NIPPLE SOCKET END,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2569,6097,"41.3MM(11/2"")CPVC TANK NIPPLE SOC.(P24)",No.s,188.00,PRICE PER NO.,TANK NIPPLE SOCKET,24,CPVC TANK NIPPLE SOCKET END,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1566,6098,"54MM(2"") CPVC TANK NIPPLE SOCKET (P18)",No.s,292.50,PRICE PER NO.,TANK NIPPLE SOCKET,18,CPVC TANK NIPPLE SOCKET END,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1567,6194,"15.90MM(1/2"") CPVC HEX NIPPLE  (P300)",No.s,12.00,PRICE PER NO.,HEXAGONAL NIPPLE,300,CPVC HEX NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1568,6195,"22.2MM(3/4"") CPVC HEX NIPPLE  (P700)",No.s,21.00,PRICE PER NO.,HEXAGONAL NIPPLE,700,CPVC HEX NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1569,6196,"28.6MM(1"") CPVC HEX NIPPLE  (P390)",No.s,35.50,PRICE PER NO.,HEXAGONAL NIPPLE,390,CPVC HEX NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1577,6197,"34.9MM(11/4"") CPVC HEX NIPPLE  (P75)",No.s,53.50,PRICE PER NO.,HEXAGONAL NIPPLE,75,CPVC HEX NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1578,6198,"41.3MM(11/2"") CPVC HEX NIPPLE  (P50)",No.s,80.00,PRICE PER NO.,HEXAGONAL NIPPLE,50,CPVC HEX NIPPLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2789,6025,"15.9MM (1/2"") CPVC TEE (P200)",No.s,23.00,PRICE PER NO.,TEE,200,CPVC TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1588,6026,"22.2MM (3/4"") CPVC TEE  (P340)",No.s,33.00,PRICE PER NO.,TEE,340,CPVC TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1589,6027,"28.6MM (1"") CPVC TEE  (P180)",No.s,51.00,PRICE PER NO.,TEE,180,CPVC TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1599,6028,"34.9MM (11/4"") CPVC TEE  (P100)",No.s,112.00,PRICE PER NO.,TEE,100,CPVC TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1666,6029,"41.3MM (11/2"") CPVC TEE  (P56)",No.s,202.50,PRICE PER NO.,TEE,56,CPVC TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4578,6030,"54MM (2"") CPVC TEE (P10)",No.s,410.50,PRICE PER NO.,TEE,10,CPVC TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4899,6037,"15.9MM (1/2"") CPVC BRASS TEE (P100)",No.s,86.00,PRICE PER NO.,BRASS TEE,100,CPVC TEE - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2599,6038,"22.2MM (3/4"") CPVC BRASS TEE (P60)",No.s,139.00,PRICE PER NO.,BRASS TEE,60,CPVC TEE - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2666,6039,"28.6MM (1"") CPVC BRASS TEE (P28)",No.s,280.50,PRICE PER NO.,BRASS TEE,28,CPVC TEE - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2667,6040,"34.9MM (11/4"") CPVC BRASS TEE (P25)",No.s,592.50,PRICE PER NO.,BRASS TEE,25,CPVC TEE - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1679,6041,"22.2X15.9MM (3/4X1/2"") CPVC BRASS TEE (P200)",No.s,94.00,PRICE PER NO.,REDUCING BRASS TEE,200,CPVC TEE - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1688,6042,"28.6X15.9MM(1X1/2"")CPVC BRASS TEE (P160)",No.s,161.00,PRICE PER NO.,REDUCING BRASS TEE,160,CPVC TEE - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3379,6043,28.6X22.2MM(1X3/4)CPVC BRASS TEE (P40),No.s,213.50,PRICE PER NO.,REDUCING BRASS TEE,40,CPVC TEE - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4479,6044,"34.9X15.9MM(11/4X1/2"")CPVC BRASS TEE(P24",No.s,273.50,PRICE PER NO.,REDUCING BRASS TEE,24,CPVC TEE - BRASS INSERT,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2799,6168,22.2X15.9MM(3/4X 1/2) CPVC R.TEE (P80),No.s,46.50,PRICE PER NO.,REDUCING TEE,80,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4567,6169,"28.6X15.9MM (1X1/2"") CPVC R.TEE (P50)",No.s,75.50,PRICE PER NO.,REDUCING TEE,50,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS1779,6170,"28.6X22.2MM (1X3/4"")CPVC R.TEE  (P200)",No.s,87.50,PRICE PER NO.,REDUCING TEE,200,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4568,6171,34.9X15.9MM(11/4X1/2) CPVC R.TEE (P30),No.s,137.50,PRICE PER NO.,REDUCING TEE,30,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2888,6172,34.9X22.2MM(11/4X3/4) CPVC R.TEE (P25),No.s,158.00,PRICE PER NO.,REDUCING TEE,25,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2889,6173,"34.9X28.6MM (11/4X1"") CPVC R.TEE (P30)",No.s,130.50,PRICE PER NO.,REDUCING TEE,30,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4569,6174,41.3X15.9MM(11/2X1/2) CPVC R.TEE (P20),No.s,221.00,PRICE PER NO.,REDUCING TEE,20,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2899,6175,41.3X22.2MM(11/2X3/4) CPVC R.TEE (P20),No.s,215.50,PRICE PER NO.,REDUCING TEE,20,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2999,6176,"41.3X28.6MM (11/2X1"") CPVC R.TEE (P20)",No.s,218.00,PRICE PER NO.,REDUCING TEE,20,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4577,6177,41.3X34.9MM(11/2X11/4)CPVC R.TEE (P20),No.s,210.50,PRICE PER NO.,REDUCING TEE,20,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3333,6178,"54X22.2MM (2X3/4"") CPVC R. TEE (P14)",No.s,415.00,PRICE PER NO.,REDUCING TEE,14,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3334,6179,"54X28.6MM (2""X1"") CPVC R. TEE (P12)",No.s,403.00,PRICE PER NO.,REDUCING TEE,12,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3335,6180,"54X34.9MM (2X11/4"") CPVC R.TEE (P10)",No.s,445.50,PRICE PER NO.,REDUCING TEE,10,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3336,6181,"54X41.3MM (2X11/2"") CPVC R.TEE (P10)",No.s,408.00,PRICE PER NO.,REDUCING TEE,10,CPVC REDUCING TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5556,6031,"15.9MM (1/2"") CPVC CROSS TEE (P150)",No.s,31.50,PRICE PER NO.,CROSS TEE,150,CPVC CROSS TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3468,6032,"22.2MM (3/4"") CPVC CROSS TEE (P75)",No.s,65.00,PRICE PER NO.,CROSS TEE,75,CPVC CROSS TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3469,6033,"28.6MM (1"") CPVC CROSS TEE (P40)",No.s,110.00,PRICE PER NO.,CROSS TEE,75,CPVC CROSS TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2229,6034,"34.9MM (11/4"") CPVC CROSS TEE  (P20)",No.s,117.50,PRICE PER NO.,CROSS TEE,20,CPVC CROSS TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5557,6035,"41.3MM (11/2"")CPVC CROSS TEE (P18)",No.s,190.50,PRICE PER NO.,CROSS TEE,18,CPVC CROSS TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5558,6036,"54MM (2"") CPVC CROSS TEE (P8)",No.s,349.50,PRICE PER NO.,CROSS TEE,8,CPVC CROSS TEE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4559,6192,15.9X15.9MM(1/2X1/2)CPVC TEE HOLDER(P150),No.s,17.50,PRICE PER NO.,TEE HOLDER ,150,CPVC TEE HOLDER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4566,6193,22.2X15.9MM(3/4X1/2)CPVC TEE HOLDER(P105),No.s,22.50,PRICE PER NO.,TEE HOLDER ,105,CPVC TEE HOLDER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5566,6075,"15.9MM (1/2"") CPVC UNION (P100)",No.s,54.50,PRICE PER NO.,UNION,100,CPVC UNION,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2238,6076,"22.2MM (3/4"") CPVC UNION  (P160)",No.s,90.50,PRICE PER NO.,UNION,160,CPVC UNION,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2239,6077,"28.6MM (1"") CPVC UNION  (P120)",No.s,114.50,PRICE PER NO.,UNION,120,CPVC UNION,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3478,6078,"34.9MM (11/4"") CPVC UNION (P25)",No.s,175.50,PRICE PER NO.,UNION,25,CPVC UNION,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3479,6079,"41.3MM (11/2"") CPVC UNION (P15)",No.s,291.00,PRICE PER NO.,UNION,15,CPVC UNION,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3488,6080,"54MM (2"") CPVC UNION (P8)",No.s,504.00,PRICE PER NO.,UNION,8,CPVC UNION,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2578,6105,"22.2MM (3/4"") CPVC SWEEP BEND (P100)",No.s,45.50,PRICE PER NO.,SWEEP BEND ,100,CPVC SWEEP BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2579,6106,"28.6MM (1"") CPVC SWEEP BEND (P50)",No.s,78.50,PRICE PER NO.,SWEEP BEND ,50,CPVC SWEEP BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2588,6107,"34.9MM(11/4"")CPVC SWEEP BEND (P30)",No.s,128.00,PRICE PER NO.,SWEEP BEND ,30,CPVC SWEEP BEND,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4469,6209,"22.2X15.9MM(3/4X1/2)CPVC ALL TOP 6""MIXER (P6)",No.s,402.00,PRICE PER NO.,ALL TOP MIXER,6,CPVC ALL TOP 6_ MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4466,6210,"22.2X15.9MM(3/4X1/2)CPVC ALL TOP 7""MIXER (P6)",No.s,418.00,PRICE PER NO.,ALL TOP MIXER,6,CPVC ALL TOP 7 MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4477,6211,"22.2X15.9MM(3/4X1/2)CPVC TOP BOTTOM 6"" MIX (P6)",No.s,402.00,PRICE PER NO.,TOP BOTTOM MIXER,6,CPVC TOP BOTTOM 6_ MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2567,6212,"22.2X15.9MM(3/4X1/2)CPVC TOP BOTTOM 7"" MIX (P6)",No.s,418.00,PRICE PER NO.,TOP BOTTOM MIXER,6,CPVC TOP BOTTOM 7_ MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2566,6213,"22.2X15.9MM(3/4X1/2) CPVC TOP SIDE 6""MIX (P6)",No.s,402.00,PRICE PER NO.,TOP SIDE MIXER,6,CPVC TOP SIDE 6_ MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2568,6214,"22.2X15.9MM(3/4X1/2) CPVC TOP SIDE 7""MIX (P6)",No.s,418.00,PRICE PER NO.,TOP SIDE MIXER,6,CPVC TOP SIDE 7_ MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4458,6215,"22.2X15.9MM(3/4X1/2) CPVC HU CD 6"" MIXER (P6)",No.s,402.00,PRICE PER NO.,HOT UP COLD DOWN MIXER,6,CPVC HOT UP COLD DOWN  6_ MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4467,6216,"22.2X15.9MM(3/4X1/2) CPVC HU CD 7"" MIXER (P6)",No.s,418.00,PRICE PER NO.,HOT UP COLD DOWN MIXER,6,CPVC HOT UP COLD DOWN 7_ MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4459,6217,"22.2X15.9MM(3/4X1/2) CPVC HS CD 6"" MIXER (P6)",No.s,402.00,PRICE PER NO.,HOT SIDE COLD DOWN MIXER,6,CPVC HOT SIDE COLD DOWN  7_ MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS4468,6218,"22.2X15.9MM(3/4X1/2) CPVC HS CD 7"" MIXER (P6)",No.s,418.00,PRICE PER NO.,HOT SIDE COLD DOWN MIXER,6,CPVC HOT SIDE COLD DOWN 6 MIXER,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5577,6108,"15.9MM (1/2"") CPVC PIPE CLIP (P600)",No.s,4.50,PRICE PER NO.,PIPE CLIP ,600,CPVC PIPE CLIPS,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3567,6109,"22.2MM (3/4"") CPVC PIPE CLIP (P600)",No.s,5.50,PRICE PER NO.,PIPE CLIP,600,CPVC PIPE CLIPS,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5578,6110,"28.6MM (1"") CPVC PIPE CLIP (P360)",No.s,6.00,PRICE PER NO.,PIPE CLIP,360,CPVC PIPE CLIPS,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS3568,6111,"34.9MM (11/4"") CPVC PIPE CLIP (P225)",No.s,10.50,PRICE PER NO.,PIPE CLIP,225,CPVC PIPE CLIPS,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5579,6112,"41.3MM (11/2"") CPVC PIPE CLIP (P210)",No.s,12.00,PRICE PER NO.,PIPE CLIP,210,CPVC PIPE CLIPS,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS5588,6113,"54.0MM (2"") CPVC PIPE CLIP (P120)",No.s,16.50,PRICE PER NO.,PIPE CLIP,120,CPVC PIPE CLIPS,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2577,6199,"22.2MM(3/4"")CPVC NON RETURN VALVE (P20)",No.s,186.50,PRICE PER NO.,NON RETURN VALVE,20,CPVC NON RETURN VALVE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2559,6200,"28.6MM(1"") CPVC NON RETURN VALVE (P20)",No.s,325.00,PRICE PER NO.,NON RETURN VALVE,20,CPVC NON RETURN VALVE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2336,6120,"15.9MM(1/2"") RED HANDLE CPVC BV (P200)",No.s,16.00,PRICE PER NO.,RED HANDLE BALL VALVE,200,CPVC BALL VALVE ACCESSORIES - RED HANDLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2337,6121,"22.2MM (3/4"") RED HANDLE CPVC BV (P120)",No.s,21.00,PRICE PER NO.,RED HANDLE BALL VALVE,120,CPVC BALL VALVE ACCESSORIES - RED HANDLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2338,6122,"28.6MM (1"") RED HANDLE CPVC BV (P60)",No.s,36.50,PRICE PER NO.,RED HANDLE BALL VALVE,60,CPVC BALL VALVE ACCESSORIES - RED HANDLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2339,6123,"34.9MM (11/4"") RED HANDLE CPVC BV (P40)",No.s,44.00,PRICE PER NO.,RED HANDLE BALL VALVE,40,CPVC BALL VALVE ACCESSORIES - RED HANDLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2344,6124,"41.3MM (11/2"") RED HANDLE CPVC BV (P30)",No.s,57.00,PRICE PER NO.,RED HANDLE BALL VALVE,30,CPVC BALL VALVE ACCESSORIES - RED HANDLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2345,6125,"54MM (2"") RED HANDLE CPVC BV (P16)",No.s,104.00,PRICE PER NO.,RED HANDLE BALL VALVE,16,CPVC BALL VALVE ACCESSORIES - RED HANDLE,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2346,6201,"28.6MM(1"")CPVC FLANGE GASKET-OPEN(P80)",No.s,266.00,PRICE PER NO.,FLANGE GASKET-OPEN,80,CPVC FLANGE WITH GASKET - OPEN,Ok
CPVC FITTING,PLUMBING & SANITATION,FITTINGS,CPVC FITTING,CS2347,6202,"34.9MM(11/4"")CPVC FLANGE GASKET-OPEN (P60)",No.s,326.00,PRICE PER NO.,FLANGE GASKET-OPEN,60,CPVC FLANGE WITH GASKET - OPEN,Ok
